licensee_name,street,city,state,zip,licensee_number,channel_type,account_name,rtd_contract,location
HAMPSHIRE GREENS GOLF COURSE,616 FIRESTONE DRIVE,ashton,MD,20861,BBWLCL178,On Premise,MONTGOMERY CO REVENUE AUTHORIT,No,616 FIRESTONE DRIVE ASHTON MD 20861
HAMPTON INN & SUITES,960 FREDERICK AVENUE,gaithersburg,MD,20879,DBW153,On/Off-Premise,"MCC HOSPITALITY, LLC",No,960 FREDERICK AVENUE GAITHERSBURG MD 20879
HANK DIETLE'S TAVERN,11010 ROCKVILLE PIKE,rockville,MD,20852,DBW001,On/Off-Premise,"HANK DIETLE'S, LLC",Yes,11010 ROCKVILLE PIKE ROCKVILLE MD 20852
HAN SPOT,9811 WASHINGTONIAN CENTER DR,gaithersburg,MD,20878,BBWLHR1232496,On Premise,HAN SPOT LLC,No,9811 WASHINGTONIAN CENTER DR GAITHERSBURG MD 20878
HARD TIMES CAFE,1117 NELSON ST,rockville,MD,20850,BBWLHR1502544,On Premise,"MORGAN HOWARD, LLC",No,1117 NELSON ST ROCKVILLE MD 20850
HAWKERS ASIAN STREET FARE,7117 BETHESDA LN.,bethesda,MD,20814,BBWLHR208260,On Premise,"HAWKERS BETHESDA, LLC",No,7117 BETHESDA LN. BETHESDA MD 20814
HELLO VIETNAM! RESTAURANT,2200 VEIRS MILL RD,rockville,MD,20851,BBWHR1024434,On/Off-Premise,VIETFOOD LLC,No,2200 VEIRS MILL RD ROCKVILLE MD 20851
HERSHEYS RESTAURANT,17030 OAKMONT AVE,gaithersburg,MD,20877,BBWLHR135,On Premise,"GORMAN, INC.",No,17030 OAKMONT AVE GAITHERSBURG MD 20877
HILLANDALE BEER & WINE,10117 NEW HAMPSHIRE AVE,silver_spring,MD,20903,ABW183,Off Premise,SATH INC.,Yes,10117 NEW HAMPSHIRE AVE SILVER SPRING MD 20903
HILTON GARDEN INN,7301 WAVERLY ST,bethesda,MD,20814,BBWLHM1047440,On Premise,BETHESDA RE HOLDINGS LLC,No,7301 WAVERLY ST BETHESDA MD 20814
HILTON GARDEN INN & HOMEWOOD SUITES,14975 SHADY GROVE ROAD,rockville,MD,20850,BBWLHM021,On Premise,"FALLSGROVE HOTEL ASSOCIATES, L",No,14975 SHADY GROVE ROAD ROCKVILLE MD 20850
HILTON GARDEN INN-SS N.,2200 BROAD BIRCH DR.,silver_spring,MD,20904,BBWLHR441298,On Premise,"CRESTLINE HOTELS & RSRTS-MONT.,LLC",No,2200 BROAD BIRCH DR. SILVER SPRING MD 20904
HILTON WASHINGTON DC/ROCKVILLE EMC,1750 ROCKVILLE PIKE,rockville,MD,20852,BBWLHM23552,On Premise,"MARYLAND SPECIAL SERVICING, LLC",No,1750 ROCKVILLE PIKE ROCKVILLE MD 20852
HOLA BEER & WINE,8035 SNOUFFER SCHOOL RD.,gaithersburg,MD,20879,DBW275260,On/Off-Premise,"GNS TRADING COMPANY, LLC",Yes,8035 SNOUFFER SCHOOL RD. GAITHERSBURG MD 20879
HOLIDAY INN GAITHERSBURG,TWO MONTGOMERY VILLAGE AVE,gaithersburg,MD,20879,BBWLHM003,On Premise,MONTGOMERY VILLAGE HOSPITALITY,No,TWO MONTGOMERY VILLAGE AVE GAITHERSBURG MD 20879
HOLLYWOOD BALLROOM DANCE CENTER,2126 INDUSTRIAL PARKWAY,silver_spring,MD,20904,DBWL1059072,On Premise,"HOLLYWOOD BALLROOM CENTER, INC.",No,2126 INDUSTRIAL PARKWAY SILVER SPRING MD 20904
"HOLLYWOOD BEER, WINE, & DELI",12703 NEW HAMPSHIRE AVENUE,silver_spring,MD,20904,ABW1458544,Off Premise,"SANG KIM ENTERPRISES, LLC",Yes,12703 NEW HAMPSHIRE AVENUE SILVER SPRING MD 20904
HOME2,1701 ELTON RD.,silver_spring,MD,20903,DBW42859,On/Off-Premise,"HILLANDALE HOSPITALITY, LLC",No,1701 ELTON RD. SILVER SPRING MD 20903
HOMEWOOD SUITES BY HILTON,805 RUSSELL AVENUE,gaithersburg,MD,20879,BBWLHM220,On Premise,"ROCKVILLE LEGACY SERVICES, LLC",No,805 RUSSELL AVENUE GAITHERSBURG MD 20879
HOMMALI THAI DINING,614 QUINCE ORCHARD RD,gaithersburg,MD,20878,BBWLHR1640545,On Premise,HOMMALI LLC,No,614 QUINCE ORCHARD RD GAITHERSBURG MD 20878
HONG KONG PEARL SEAFOOD RESTAURANT,777 S FREDERICK AVE,gaithersburg,MD,20877,BBWLHR1095432,On Premise,HONG KONG PEARL SEAFOOD RESTAURANT LLC,No,777 S FREDERICK AVE GAITHERSBURG MD 20877
HOOK & REEL,9643 LOST KNIFE ROAD,gaithersburg,MD,20877,BBWLHR42554,On Premise,"HOOK REEL GAITHERSBURG, LLC",No,9643 LOST KNIFE ROAD GAITHERSBURG MD 20877
HOOK & REEL CAJUN SEAFOOD & BAR,11160 VEIRS MILL RD.,wheaton,MD,20902,BBWLHR648359,On Premise,"CAJUN SEAFOOD WHEATON, LLC",No,11160 VEIRS MILL RD. WHEATON MD 20902
HOP N CRU,20940-G FREDERICK ROAD,germantown,MD,20876,ABWS1151496,Off Premise,UPSCALE SPIRITS INC,Yes,20940-G FREDERICK ROAD GERMANTOWN MD 20876
HOP N GRAPE,11416 ROCKVILLE PIKE,rockville,MD,20852,ABWS26365,Off Premise,"HOP N GRAPE, INC",Yes,11416 ROCKVILLE PIKE ROCKVILLE MD 20852
HORNET'S NEST GRILLE,9876 MAIN ST,damascus,MD,20872,BBWLHR24736,On Premise,"HNG, LLC",No,9876 MAIN ST DAMASCUS MD 20872
HOT BREADS BAKERY & DOSA CHAAT,68 MARKET STREET,gaithersburg,MD,20878,BBWHR1185494,On/Off-Premise,VAANGO ELLORUM LLC,No,68 MARKET STREET GAITHERSBURG MD 20878
HOT POT CITY,199 EAST MONTGOMERY AVE.,rockville,MD,20850,HBWHR41405,On Premise,"BT TRADING, LLC",No,199 EAST MONTGOMERY AVE. ROCKVILLE MD 20850
HOT POT HERO,100 PARAMOUNT PARK DR.,gaithersburg,MD,20879,HBWHR299259,On Premise,"HPH ROCKVILLE, LLC",No,100 PARAMOUNT PARK DR. GAITHERSBURG MD 20879
HOUSE OF CURRY,9805 MAIN STREET SUITE 207,damascus,MD,20872,HBWHR1662545,On Premise,HOUSE OF CURRY LLC,No,9805 MAIN STREET SUITE 207 DAMASCUS MD 20872
HOUSE OF FOONG LIN,4613 WILLOW LANE,chevy_chase,MD,20815,BBWLHR775,On Premise,"CFK, LLC",No,4613 WILLOW LANE CHEVY CHASE MD 20815
HOUSE OF MILAE,4932 SAINT ELMO AVENUE,bethesda,MD,20814,BBWLHR326,On Premise,"LYON & MILAE, LLC",No,4932 SAINT ELMO AVENUE BETHESDA MD 20814
HOUSE OF POOLESVILLE,19611 FISHER AVE,poolesville,MD,20837,BBWLHR1092434,On Premise,HS AHOP INC,No,19611 FISHER AVE POOLESVILLE MD 20837
HULU SKEWER HOUSE,1488-A ROCKVILLE PIKE,rockville,MD,20852,BBWLHR779374,On Premise,INVSIGHT GROUP LLC,No,1488-A ROCKVILLE PIKE ROCKVILLE MD 20852
HUMITOS GRILL RESTAURANT,8371 SNOUFFER SCHOOL RD.,gaithersburg,MD,20879,BBWLHR688356,On Premise,"HUMITOS GBEI, LLC",No,8371 SNOUFFER SCHOOL RD. GAITHERSBURG MD 20879
HUNAN CITY,9429 GEORGIA AVE,silver_spring,MD,20910,DBW040,On/Off-Premise,YAN WING INC.,No,9429 GEORGIA AVE SILVER SPRING MD 20910
HUNAN DELIGHT,18220 VILLAGE CENTER DR,olney,MD,20832,BBWLHR1043437,On Premise,HUNAN DELIGHT 1688 LLC,No,18220 VILLAGE CENTER DR OLNEY MD 20832
HUNGERFORD BEER & WINE,761 HUNGERFORD DRIVE,rockville,MD,20850,DBW38196,On/Off-Premise,"ANGEL,LLC",Yes,761 HUNGERFORD DRIVE ROCKVILLE MD 20850
HUNTERS BAR & GRILL,10123 RIVER ROAD,potomac,MD,20854,BBWLHR1129515,On Premise,"TGOR, LLC",No,10123 RIVER ROAD POTOMAC MD 20854
HWA GAE JANG TUH,2104 VEIRS MILL RD,rockville,MD,20851,BBWLHR37315,On Premise,"QGS, INC.",No,2104 VEIRS MILL RD ROCKVILLE MD 20851
HYATT REGENCY BETHESDA,ONE BETHESDA METRO,bethesda,MD,20814,BBWLHM21674,On Premise,"TMG II BETHESDA HOTEL TRS, LLC",No,ONE BETHESDA METRO BETHESDA MD 20814
IBEX ETHIOPIAN RESTAURANT & LOUNGE,6846 NEW HAMPSHIRE AVE.,takoma_park,MD,20912,DBWL299261,On Premise,"IBEX BUSINESS P'SHIP, INC.",No,6846 NEW HAMPSHIRE AVE. TAKOMA PARK MD 20912
IKKO SUSHI,1215 EAST-WEST HIGHWAY,silver_spring,MD,20910,DBW124,On/Off-Premise,"POMEGRANATE, INC.",No,1215 EAST-WEST HIGHWAY SILVER SPRING MD 20910
IL FORNO II/METRO DHABA,8941 N WESTLAND DRIVE,gaithersburg,MD,20877,HBW069,On Premise,JAI & NAYAR LLC,No,8941 N WESTLAND DRIVE GAITHERSBURG MD 20877
IL PIZZICO,15209 FREDERICK ROAD,rockville,MD,20850,BBWLHR741,On Premise,LIVIA INC.,No,15209 FREDERICK ROAD ROCKVILLE MD 20850
IL PORTO,245 MUDDY BRANCH ROAD,gaithersburg,MD,20878,BBWLHR235,On Premise,"JCD,INC.",No,245 MUDDY BRANCH ROAD GAITHERSBURG MD 20878
INDIA PALACE BAR & TANDOOR,19743 FREDERICK ROAD,germantown,MD,20876,BBWLHR380,On Premise,SIMRAN INC,No,19743 FREDERICK ROAD GERMANTOWN MD 20876
INFERNO PIZZERIA,12207 DARNESTOWN ROAD,gaithersburg,MD,20878,HBW22015,On Premise,"PIZZERIA INFERNO, LLC",No,12207 DARNESTOWN ROAD GAITHERSBURG MD 20878
INGLESIDE AT KING FARM,701 KING FARM BOULEVARD,NA,MD,20850,CBWLRC1897544,On Premise,"KING FARM PRESBYTERIAN RETIREMENT COMMUNITY, INC.",No,701 KING FARM BOULEVARD ROCKVILE MD 20850
INSPIRE NAILS BAR & SPA,8010 GRAMERCY BLVD.,rockville,MD,20855,SCBBWL32720,On Premise,"INSPIRE NAIL BAR AND SPA, INC.",No,8010 GRAMERCY BLVD. ROCKVILLE MD 20855
IPIC THEATERS,11830 GRAND PARK AVE.,north_bethesda,MD,20852,BBWLHR416288,On Premise,"IPIC THEATERS, LLC",No,11830 GRAND PARK AVE. NORTH BETHESDA MD 20852
IRENE'S PUPUSAS,12391 GEORGIA AVE,silver_spring,MD,20906,BBWLHR729,On Premise,"CHIE' ENTERPRISES, LLC",No,12391 GEORGIA AVE SILVER SPRING MD 20906
IRENE'S PUPUSAS,12854 NEW HAMPSHIRE AVENUE,silver_spring,MD,20904,BBWLHR1765545,On Premise,"MADISON & ASSOCIATES, LLC",No,12854 NEW HAMPSHIRE AVENUE SILVER SPRING MD 20904
IRISH INN AT GLEN ECHO,6119 TULANE AVE,glen_echo,MD,20812,BBWLHR101,On Premise,"BALLYMAHON, CORP.",No,6119 TULANE AVE GLEN ECHO MD 20812
IROCK KARAOKE LOUNGE,15964 SHADY GROVE RD,gaithersburg,MD,20877,DBWL1566545,On Premise,BRICKSTONE LLC,No,15964 SHADY GROVE RD GAITHERSBURG MD 20877
IRON AGE,1054 ROCKVILLE PIKE,rockville,MD,20852,BBWLHR724,On Premise,"IRON AGE ROCKVILLE, LLC",No,1054 ROCKVILLE PIKE ROCKVILLE MD 20852
ISAAC'S POULTRY MARKET,15785 OLD COLUMBIA PIKE,burtonsville,MD,20866,BDBWL1379544,On Premise,"IPM 002, LLC",No,15785 OLD COLUMBIA PIKE BURTONSVILLE MD 20866
ISAAC'S POULTRY MARKET,12163 DARNESTOWN RD,gaithersburg,MD,20878,BBWHR834399,On/Off-Premise,"IPM 001, LLC",No,12163 DARNESTOWN RD GAITHERSURG MD 20878
ISLAND PRIDE OASIS,617 S. FREDERICK AVENUE,gaithersburg,MD,20877,BBWLHR28015,On Premise,"ISLAND PRIDE OASIS, LLC",No,617 S. FREDERICK AVENUE GAITHERSBURG MD 20877
ITALIAMO KITCHEN,15855 REDLAND ROAD,derwood,MD,20855,BBWLHR1659545,On Premise,"ITALIAMO KITCHEN, LLC",No,15855 REDLAND ROAD DERWOOD MD 20855
IVELA SPORTS LOUNGE & HOOKAH,949 BONIFANT ST,silver_spring,MD,20910,BBWLHR1025435,On Premise,"IVELA SPORTS LOUNGE, LLC",No,949 BONIFANT ST SILVER SPRING MD 20910
IXTAPALAPA TAQUERIA,411 N. FREDERICK AVENUE,gaithersburg,MD,20877,BBWLHR29498,On Premise,IXTAPALAPA LLC,No,411 N. FREDERICK AVENUE GAITHERSBURG MD 20877
JAVA NATION,10516 CONNECTICUT AVENUE,kensington,MD,20895,HBWHR71919,On Premise,"JAVA NATION, INC",No,10516 CONNECTICUT AVENUE KENSINGTON MD 20895
JAVA NATION - KENTLANDS,121 MARKET ST,gaithersburg,MD,20878,BBWLHR1018419,On Premise,JAVA NATION,No,121 MARKET ST GAITHERSBURG MD 20878
JAVA NATION-ROCKVILLE,11120 ROCKVILLE PIKE,rockville,MD,20852,BBWLHR43779,On Premise,"JAVA NATION, INC.",No,11120 ROCKVILLE PIKE ROCKVILLE MD 20852
JAVA NATION SILVER SPRING,1010 WAYNE AVE,silver_spring,MD,20910,BDBWL1060435,On/Off-Premise,JN SILVER SPRING INC,No,1010 WAYNE AVE SILVER SPRING MD 20910
JC CRAB HOUSE,13432 NEW HAMPSHIRE AVE,silver_spring,MD,20904,HBW31540,On Premise,JC SEAFOOD LLC,No,13432 NEW HAMPSHIRE AVE SILVER SPRING MD 20904
JEOVANI'S PIZZERIA,26027 RIDGE RD,damascus,MD,20872,HBWHR1967544,On Premise,FIVEPAR LLC,No,26027 RIDGE RD DAMASCUS MD 20872
JERK HOUSE EATERY,25 UNIVERSITY BLVD W,silver_spring,MD,20901,BDBWL866397,On/Off-Premise,"NICKOYAN ENTERPRISES, LLC",Yes,25 UNIVERSITY BLVD W SILVER SPRING MD 20901
JEWEL OF INDIA,10151 NEW HAMPSHIRE AVE,silver_spring,MD,20903,BBWLHR661,On Premise,"JEWEL OF INDIA, CORP.",No,10151 NEW HAMPSHIRE AVE SILVER SPRING MD 20903
J.HOLLINGERS,8606 COLESVILLE RD.,silver_spring,MD,20910,BDBWL493303,On Premise,"J.HOLLINGER'S-SS, LLC",No,8606 COLESVILLE RD. SILVER SPRING MD 20910
JIANG COURT,"18200 GEORGIA AVE SUITE F, G",olney,MD,20832,BBWLHR1427544,On Premise,JIANG HE FENG LLC,No,"18200 GEORGIA AVE SUITE F, G OLNEY MD 20832"
JINLAN DUMPLINGS,11620-A ROCKVILLE PIKE,north_bethesda,MD,20852,DBW1238535,On/Off-Premise,JINLAN WENHUA LLC,No,11620-A ROCKVILLE PIKE NORTH BETHESDA MD 20852
JINYA RAMEN BAR,910 PROSE STREET,rockville,MD,20852,BBWLHR35339,On Premise,"RAMEN PR, LLC",No,910 PROSE STREET ROCKVILLE MD 20852
JNK BEER & WINE,14344 LAYHILL RD.,silver_spring,MD,20906,DBW450315,On/Off-Premise,"CABIN JOHN WINE & BEER, INC.",Yes,14344 LAYHILL RD. SILVER SPRING MD 20906
JUICY SEAFOOD MD,2259 BEL PRE RD.,silver_spring,MD,20906,BBWLHR235264,On Premise,"JUICY SEAFOOD MD, LLC",No,2259 BEL PRE RD. SILVER SPRING MD 20906
JULII,11915 GRAND PARK AVENUE,north_bethesda,MD,20852,BBWLHR35087,On Premise,"BTI HOSPITALITY, LLC",No,11915 GRAND PARK AVENUE NORTH BETHESDA MD 20852
JULLIANO'S ITALIAN CAFE,6840 OLNEY LAYTONSVILLE ROAD,laytonsville,MD,20882,HBW281,On Premise,"FUENTES RESTAURANT, INC.",No,6840 OLNEY LAYTONSVILLE ROAD LAYTONSVILLE MD 20882
JUNCTION BISTRO BAR & BAKERY,5471 WISCONSIN AVE.,chevy_chase,MD,20815,BBWLHR767358,On Premise,"BAKER'S BREAD MD, LLC",No,5471 WISCONSIN AVE. CHEVY CHASE MD 20815
KABUTO,1 CHOICE HOTEL CIRCLE,rockville,MD,20850,BBWLHR37806,On Premise,"KABU ROCKVILLE, INC.",No,1 CHOICE HOTEL CIRCLE ROCKVILLE MD 20850
KADHAI INDIAN CUISINE,7905 NORFOLK AVE,bethesda,MD,20814,BBWLHR766,On Premise,"KADHAI, INC",No,7905 NORFOLK AVE BETHESDA MD 20814
KALDI'S SOCIAL,918 SILVER SPRING AVENUE,silver_spring,MD,20910,BBWLHR22788,On Premise,"KALDI'S SOCIAL HOUSE, INC.",No,918 SILVER SPRING AVENUE SILVER SPRING MD 20910
KANPAI BBQ & SHABU SHABU BUFFET,"1701 ROCKVILLE PIKE, UNIT A10",rockville,MD,20852,BBWLHR1458547,On Premise,KANPAI USA LLC,No,"1701 ROCKVILLE PIKE, UNIT A10 ROCKVILLE MD 20852"
KANTUTAS RESTAURANT BAR & GRILL,2400 UNIVERSITY BLVD WEST UNIT 1,silver_spring,MD,20902,BDBWL919412,On/Off-Premise,KANTUTAS RESTAURANT INC,No,2400 UNIVERSITY BLVD WEST UNIT 1 SILVER SPRING MD 20902
KAO THAI RESTAURANT,8650 COLESVILLE ROAD,silver_spring,MD,20910,HBWHR137,On Premise,"KAO THAI, LLC",No,8650 COLESVILLE ROAD SILVER SPRING MD 20910
KAPOW BUDDY,7101 DEMOCRACY BLVD STORE 1158,bethesda,MD,20817,BBWLHR1263536,On Premise,KAPOW BUDDY GROUP LLC,No,7101 DEMOCRACY BLVD STORE 1158 BETHESDA MD 20817
KARLEE'S DELI AND MARKET,3750 HOWARD AVENUE,kensington,MD,20895,DBW1091447,On/Off-Premise,KARLEE'S DELI LLC,No,3750 HOWARD AVENUE KENSINGTON MD 20895
KEMA BY KENAKI,11325 SEVEN LOCKS RD UNIT 115,potomac,MD,20854,BBWLHR979417,On Premise,"KENAKI CABIN JOHN, LLC",No,11325 SEVEN LOCKS RD UNIT 115 POTOMAC MD 20854
"KEMP MILL BEER, WINE & DELI",1339 LAMBERTON DRIVE,silver_spring,MD,20902,ABW067,Off Premise,"JAI SHREE GANESH, INC.",Yes,1339 LAMBERTON DRIVE SILVER SPRING MD 20902
KENAKI SUSHI COUNTER,706 CENTER POINT WAY,gaithersburg,MD,20878,BBWLHR36295,On Premise,"KENAKI, LLC",No,706 CENTER POINT WAY GAITHERSBURG MD 20878
KENSINGTON BEER & WINE KABOB & PIZZA,"3701 UNIVERSITY BLVD., WEST",kensington,MD,20895,BBWHR003,On/Off-Premise,"HOMA, INC.",No,"3701 UNIVERSITY BLVD., WEST KENSINGTON MD 20895"
KENWOOD GOLF & COUNTRY CLUB,5601 RIVER ROAD,bethesda,MD,20816,CBWLCC1762546,On Premise,"KENWOOD GOLF & COUNTRY CLUB, INC",No,5601 RIVER ROAD BETHESDA MD 20816
KIELBASA FACTORY,1073 ROCKVILLE PIKE,rockville,MD,20852,DBW849394,On/Off-Premise,"SMOLAVI, LLC",No,1073 ROCKVILLE PIKE ROCKVILLE MD 20852
KIIN IMM THAI RESTAURANT,785 D ROCKVILLE PIKE,rockville,MD,20852,HBWHR34891,On Premise,"PATTARA, INC.",No,785 D ROCKVILLE PIKE ROCKVILLE MD 20852
KIN DA,6923 LAUREL AVENUE,takoma_park,MD,20912,HBW19789,On Premise,"PRASOBSUK, INC.",No,6923 LAUREL AVENUE TAKOMA PARK MD 20912
KINGS CRAFT BEER & WINE DELI,"402 KING FARM BLVD., STE.100",rockville,MD,20850,DBW43143,On/Off-Premise,"DNB, INC.",Yes,"402 KING FARM BLVD., STE.100 ROCKVILLE MD 20850"
KING STREET OYSTER BAR,12435  PARK POTOMAC AVE.,potomac,MD,20854,BBWLHR483305,On Premise,"KSOB POTOMAC, LLC",No,12435 PARK POTOMAC AVE. POTOMAC MD 20854
KINGSVIEW BEER & WINE,13406 KINGSVIEW VILLAGE AVENUE,germantown,MD,20874,ABWS172,Off Premise,3U CORPORATION,Yes,13406 KINGSVIEW VILLAGE AVENUE GERMANTOWN MD 20874
KISS & RIDE  CONVENIENCE STORE,11175 GEORGIA AVE.,silver_spring,MD,20902,ABWS774364,Off Premise,"HOPE FOUND, INC.",Yes,11175 GEORGIA AVE. SILVER SPRING MD 20902
KNIGHTS OF COLUMBUS #2169,9707 ROSENSTEEL AVE,silver_spring,MD,20910,CBWLFV007,On Premise,FATHER ROSENSTEEL KNIGHTS OF COLUMBUS CLUBHOUSE ASSOCIATION,No,9707 ROSENSTEEL AVE SILVER SPRING MD 20910
KNIGHTS OF COLUMBUS #2797,5417 WEST CEDAR LANE,bethesda,MD,20814,CBWLFV010,On Premise,ROCK CREEK COUNCIL #2797,No,5417 WEST CEDAR LANE BETHESDA MD 20814
KNIGHTS OF PYTHIAS,11011 GAME PRESERVE ROAD,gaithersburg,MD,20879,CBWLFV017,On Premise,KNIGHTS OF PYTHIAS,No,11011 GAME PRESERVE ROAD GAITHERSBURG MD 20879
KNOWLES STATION WINE & COMPANY,10414 DETRICK AVE.,kensington,MD,20895,DBW30780,On/Off-Premise,DETRICK AND KNOWLES WINE & COMPANY LLC,Yes,10414 DETRICK AVE. KENSINGTON MD 20895
KOI SUSHI RESTAURANT,203 BOARDWALK PLACE,gaithersburg,MD,20878,BBWLHR1847544,On Premise,KOI LLC,No,203 BOARDWALK PLACE GAITHERSBURG MD 20878
KOMA,8006 FLOWER AVENUE,takoma_park,MD,20912,BDBWL935409,On/Off-Premise,"KOMA COFFEE, LLC",No,8006 FLOWER AVENUE TAKOMA PARK MD 20912
KOOK KAI'S THAI NOODLES,939 BONIFANT ST,silver_spring,MD,20910,BBWHR825372,On/Off-Premise,"PK FOOD SERVICE, LLC",No,939 BONIFANT ST SILVER SPRING MD 20910
KOREAN KORNER,12207 VEIRS MILL ROAD,silver_spring,MD,20906,ABW107,Off Premise,"KOREAN KORNER, INC.",No,12207 VEIRS MILL ROAD SILVER SPRING MD 20906
KPOT HOT POT & BBQ,5550 RANDOLPH RD,rockville,MD,20852,BBWLHR32900,On Premise,"ROCK HOT POT & BBQ, INC.",No,5550 RANDOLPH RD ROCKVILLE MD 20852
K-POT KOREAN BBQ & HOT POT,19727 FREDERICK ROAD,germantown,MD,20876,BBWLHR945414,On Premise,KHP GERMANTOWN LLC,No,19727 FREDERICK ROAD GERMANTOWN MD 20876
KUMBIA RESTAURANT,100 B GIBBS ST.,rockville,MD,20850,BBWLHR699358,On Premise,"KUMBIA ENTERTAINMENT GROUP, LLC",No,100 B GIBBS ST. ROCKVILLE MD 20850
KUNG FU 12 SZECHUAN,14921 SHADY GROVE ROAD,rockville,MD,20850,HBWHR1864544,On Premise,KUNG FU 12 RV LLC,No,14921 SHADY GROVE ROAD ROCKVILLE MD 20850
KURA REVOLVING SUSHI BAR,12266 ROCKVILLE PIKE,rockville,MD,20852,BBWLHR1129447,On Premise,KURA SUSHI USA INC,No,12266 ROCKVILLE PIKE ROCKVILLE MD 20852
KUSSHI,11826 TRADE STREET,north_bethesda,MD,20852,BBWLHR35806,On Premise,"TWMK,LLC",No,11826 TRADE STREET NORTH BETHESDA MD 20852
KUSSHI,36-G MARYLAND AVE,rockville,MD,20850,BBWLHR1245527,On Premise,KUSSHI ROCKVILLE TOWN SQUARE LLC,No,36-G MARYLAND AVE ROCKVILLE MD 20850
KUSSHI,7820 NORFOLK AVE,bethesda,MD,20814,BBWLHR1324544,On Premise,KUSSHI WOODMONT TRIANGLE LLC,No,7820 NORFOLK AVE BETHESDA MD 20814
KUSSHI KO,8512 FENTON ST.,silver_spring,MD,20910,HBWHR804375,On Premise,"KUSSHI KO, LLC",No,8512 FENTON ST. SILVER SPRING MD 20910
KUYA JA'S LECHON BELLY,5268H NICHOLSON LN,rockville,MD,20895,DBW33522,On/Off-Premise,"KUYA JAS LECHON BELLY, LLC",No,5268H NICHOLSON LN ROCKVILLE MD 20895
KW BEER AND WINE,8513 PINEY BRANCH ROAD,silver_spring,MD,20901,ABW1119444,Off Premise,KW BEER AND WINE INC,Yes,8513 PINEY BRANCH ROAD SILVER SPRING MD 20901
LA ANTIGUA RESTAURANT,11260 GEORGIA AVE,silver_spring,MD,20902,BBWLHR403,On Premise,"LA ANTIGUA RESTAURANT, INC.",No,11260 GEORGIA AVE SILVER SPRING MD 20902
LA BRASA ROTISSERIE,12401 PARKLAWN DR.,rockville,MD,20852,BBWLHR1051241,On Premise,"LA BRASA ROTISSERIE, INC.",No,12401 PARKLAWN DR. ROCKVILLE MD 20852
LA BRASITA RESTAURANT,7206 MUNCASTER MILL RD.,derwood,MD,20855,BBWLHR192260,On Premise,"LA ESQUINA, LLC",No,7206 MUNCASTER MILL RD. DERWOOD MD 20855
LA CALETA PERUVIAN RESTAURANT,9627 LOST KNIFE ROAD,gaithersburg,MD,20877,BBWLHR1228503,On Premise,LA CALETA PERUVIAN RESTAURANT LLC,No,9627 LOST KNIFE ROAD GAITHERSBURG MD 20877
LA CANELA,141 GIBBS STREET,rockville,MD,20850,BBWLHR281,On Premise,MASHA CORP II,No,141 GIBBS STREET ROCKVILLE MD 20850
LA CASA DEL MOFONGO,"9441 GEORGIA AVE, # 4",silver_spring,MD,20910,BBWLHR786,On Premise,"LA CASA DEL MOFONGO, LLC.",No,"9441 GEORGIA AVE, # 4 SILVER SPRING MD 20910"
LA CASITA,2 E. DIAMOND AVE,gaithersburg,MD,20877,BBWLHR25458,On Premise,"ARBAIZA FOOD GROUP, INC",No,2 E. DIAMOND AVE GAITHERSBURG MD 20877
LA CATRINA LOUNGE,4935 CORDELL AVENUE,bethesda,MD,20814,BBWLHR878396,On Premise,LA CATRINA LOUNGE LLC,No,4935 CORDELL AVENUE BETHESDA MD 20814
LA COLOMBIANA RESTAURANT,11216 GRANDVIEW AVE.,wheaton,MD,20902,BBWLHR485314,On Premise,"LA COLOMBIANA BAR RESTAURANT, LLC",No,11216 GRANDVIEW AVE. WHEATON MD 20902
LA CURVITA RESTAURANT,12 EAST DIAMOND AVE.,gaithersburg,MD,20877,BDBWL55260,On/Off-Premise,"ANTOJITOS RESTAURANT, INC.",No,12 EAST DIAMOND AVE. GAITHERSBURG MD 20877
LA FERME,7101 BROOKVILLE ROAD,chevy_chase,MD,20815,BBWLHR228,On Premise,LA FERME INCORPORATED,No,7101 BROOKVILLE ROAD CHEVY CHASE MD 20815
LA FONDA PAISA & GROCERY STORE,7914 GEORGIA AVE,silver_spring,MD,20910,DBW064,On/Off-Premise,LA FONDA INC.,No,7914 GEORGIA AVE SILVER SPRING MD 20910
LA FRONTERA RESTAURANT,3 RUSSELL AVE,gaithersburg,MD,20877,BBWLHR604,On Premise,LA FRONTERA RESTAURANT INC.,No,3 RUSSELL AVE GAITHERSBURG MD 20877
LA GELATTERIA,10414 DETRICK AVE #500,kensington,MD,20895,BBWLHR779375,On Premise,LA GELATTERIA LLC,No,10414 DETRICK AVE #500 KENSINGTON MD 20895
LA GULA MEXICANA,21030 FREDERICK RD.,germantown,MD,20876,BBWLHR451300,On Premise,"LA GULA, LLC",No,21030 FREDERICK RD. GERMANTOWN MD 20876
LAKESIDE BEER AND WINE,9621 LOST KNIFE RD,gaithersburg,MD,20877,DBW31825,On/Off-Premise,SHUVASHREE CORPORATION,Yes,9621 LOST KNIFE RD GAITHERSBURG MD 20877
LAKEWOOD COUNTRY CLUB,13901 GLEN MILL ROAD,rockville,MD,20850,CBWLCC015,On Premise,LAKEWOOD COUNTRY CLUB INC,No,13901 GLEN MILL ROAD ROCKVILLE MD 20850
